query,intent
伊朗自主研发的激光武器系统通过验收,military
亚马逊发布2026年技术趋势白皮书,technology
日本特种部队完成年度训练考核,military
比亚迪与谷歌达成量子计算领域战略合作,technology
以色列空军装备100架歼-35,military
以色列海军山东舰正式服役，排水量达100000吨,military
法网抽签结果出炉，国际米兰遭遇曼联,sports
招商银行获美国政府万亿补贴,finance
剧版《满江红》确认开拍，杨紫将出演主角,entertainment
社保基金四季度增持新能源股，持仓曝光,finance
研究人员利用量子计算成功在多个基准测试中刷新纪录,technology
美国物联网产业政策出台，扶持力度加大,technology
全球大模型大会在上海开幕，三星发表主题演讲,technology
油价微涨：国内柴油价格每升上调1.5元,finance
大模型国行版正式发售，支持多模态交互,technology
李迅雷：芯片行业拐点已到，建议关注龙头,finance
滕哈赫执教皇马首秀告捷,sports
张艺谋新片入围金鸡奖主竞赛单元,entertainment
物联网领域最新论文：实现了零样本学习突破,technology
维尼修斯转会上海申花，转会费高达5000万欧元,sports
金鸡奖提名公布：《熊出没大电影》获8项提名,entertainment
奥运会决赛将于3月在东京举行,sports
韩国与法国就波罗的海问题举行军事会谈,military
皇马以1:0击败尤文图斯，拿下亚洲杯冠军,sports
大模型技术取得突破，腾讯率先实现商用,technology
C罗因违规被禁赛50场,sports
中国平安发布一季度财报，营收万亿，同比增长1.5%,finance
郑钦文转会热刺，转会费高达5000万欧元,sports
《墨雨云间》大结局收视率破1,entertainment
杨紫在金鸡奖上获得最受欢迎演员,entertainment
中国首款隐身F-22量产交付,military
伤病潮来袭，利物浦多名主力缺阵欧冠,sports
伊朗军方公布装甲车最新测试画面,military
苹果智能手表销量突破7000万台,technology
邓超新专辑《年少有为》首周销量破15万,entertainment
迪丽热巴官宣出演张艺谋导演新作,entertainment
勇士连续7场不胜，球迷呼吁换帅,sports
高通最新折叠屏手机正式开售，售价4999元起,technology
里皮执教山东泰山首秀告捷,sports
利物浦官宣签下日本球星哈兰德,sports
王一博翻唱龚俊经典歌曲走红网络,entertainment
OpenAI宣布投资1000亿研发芯片,technology
中国航母076型两栖攻击舰开始海试,military
综艺《向往的生活》第三季回归，朱一龙加盟,entertainment
腾讯AR眼镜销量突破200万台,technology
彭于晏登上时尚芭莎杂志封面,entertainment
特斯拉最新耳机正式开售，售价6999元起,technology
王家卫新片入围东京电影节主竞赛单元,entertainment
全球固态电池大会在北京开幕，Meta发表主题演讲,technology
笔记本被曝存在信号不稳定问题，阿里回应将尽快修复,technology
《苍兰诀2》选角争议：网友热议沈腾是否适合角色,entertainment
易烊千玺与张译合作新歌《漠河舞厅》上线,entertainment
央行宣布加息，逆回购利率下调10个基点,finance
肖战主演的《长相思》正式杀青,entertainment
苏炳添带伤上阵，那不勒斯惜败巴萨,sports
Meta开源了其5G框架，引发开发者热议,technology
刘煜辉：白酒行业拐点已到，建议关注龙头,finance
孙兴慜荣获2026年度最佳球员,sports
日经225今日微跌1.5%，消费板块领跌,finance
腾讯视频公布2026年度最受欢迎影视榜单,entertainment
京东发行1000亿公司债，票面利率20%,finance
中国平安发布二季度财报，营收200亿，同比下降3.5%,finance
伊朗国防预算增至500亿，同比增长200%,military
马化腾预测区块链将在200年内改变零售,technology
俄乌冲突最新战况：平民伤亡人数上升,military
剧版《战狼3》确认开拍，刘诗诗将出演主角,entertainment
法国军方宣布在台海部署高超音速导弹,military
易烊千玺直播带货首秀，30分钟成交额破亿,entertainment
综艺《乘风破浪》第三季回归，迪丽热巴加盟,entertainment
东盟峰会讨论中亚安全局势,military
固态电池技术取得突破，Meta率先实现商用,technology
印度与韩国在地中海举行联合军演,military
欧盟失业率降至3.5%，就业市场回暖,finance
德国海军福建舰正式服役，排水量达5000吨,military
拜仁连续500场不胜，球迷呼吁换帅,sports
巴基斯坦海军舰队通过马六甲海峡,military
恩比德带伤上阵，曼联惜败皇马,sports
分析人士：法国在地中海的军事存在持续增强,military
日本队在温网中爆冷击败阿根廷队,sports
尤文图斯青训小将郑钦文一战成名,sports
英国海军舰队通过台湾海峡,military
智能手表被曝存在续航不足问题，亚马逊回应将尽快修复,technology
谷爱凌社交媒体粉丝突破20万,sports
人民币汇率创历史新低，报7.05,finance
马化腾加入Meta，负责AI业务,technology
卫星通信安全漏洞被发现，影响5万用户,technology
网球运动在巴西越来越受欢迎,sports
朱一龙新片《飞驰人生3》定档8月，预告片曝光,entertainment
土耳其空军F-35完成首飞,military
邓超新片《战狼3》定档5月，预告片曝光,entertainment
华为最新操作系统正式开售，售价1999元起,technology
姆巴佩在比赛中受伤，预计缺阵3周,sports
王一博新片《飞驰人生3》定档1月，预告片曝光,entertainment
全球6G大会在北京开幕，三星发表主题演讲,technology
中国公布11月CPI数据，同比增长10%,finance
OPPO与百度达成5G领域战略合作,technology
油价大跌：国内95号汽油价格每升上调3.5元,finance
赵丽颖主演的《知否2》正式杀青,entertainment
恩比德在欧冠中打入5球，助皇马取胜,sports
维尼修斯社交媒体粉丝突破7万,sports
沈腾被曝将参演好莱坞大片,entertainment
巴基斯坦维和部队在北极执行任务,military
纳斯达克今日暴跌0.5%，芯片板块领跌,finance
反卫星武器技术突破：美国实现自主目标识别,military
新能源ETF规模突破500亿，持续受资金追捧,finance
滑雪世界纪录被打破，纳达尔创造新历史,sports
比亚迪裁员50%，将资源集中到混合现实业务,technology
银行ETF规模突破50亿，持续受资金追捧,finance
曼联青训小将苏炳添一战成名,sports
黄仁勋预测芯片将在30年内改变金融,technology
管清友：锂电行业拐点已到，建议关注龙头,finance
英伟达与谷歌达成自动驾驶领域战略合作,technology
巴西队在欧洲杯中爆冷击败德国队,sports
脑机接口行业报告：市场规模将在2030年达到200亿,technology
贝林厄姆在美洲杯中打入500球，助利物浦取胜,sports
林毅夫解读新一轮量化宽松：对军工板块影响几何,finance
中国失业率降至20%，就业市场回暖,finance
阿里巴巴宣布进军互联网领域，股价大涨,finance
温网半决赛：勇士对阵切尔西,sports
上海申花连续2场不胜，球迷呼吁换帅,sports
腾讯视频独播剧《繁花》口碑爆棚,entertainment
安切洛蒂执教广州恒大首秀告捷,sports
智能手表国行版正式发售，支持隔空投送,technology
《声生不息》最新一期收视登顶，沈腾表现抢眼,entertainment
林毅夫解读增发国债：对白酒板块影响几何,finance
易烊千玺与迪丽热巴合作新歌《错位时空》上线,entertainment
Meta裁员50%，将资源集中到基因编辑业务,technology
综艺《大侦探》第四季回归，迪丽热巴加盟,entertainment
印度与伊朗在朝鲜半岛举行联合军演,military
迪丽热巴官宣出演郭帆导演新作,entertainment
OPPO裁员100%，将资源集中到AI业务,technology
印度海军陆战队完成年度训练考核,military
奥运会半决赛：曼联对阵热刺,sports
以色列空军F-35完成首飞,military
巴基斯坦空军装备100架运-20,military
区块链安全漏洞被发现，影响20万用户,technology
中国移动分红方案公布：每股派2元,finance
北京国安连续50场不胜，球迷呼吁换帅,sports
腾讯控股分红方案公布：每股派0.5元,finance
德国新型防空系统亮相军事论坛,military
字节跳动最新机器人正式开售，售价12999元起,technology
OpenAI推出6G开发者平台,technology
梅西转会北京国安，转会费高达3000万英镑,sports
成毅在金像奖上获得年度人气奖,entertainment
电视剧《与凤行》热播，豆瓣评分高达9.5,entertainment
刘亦菲官宣出演曹保平导演新作,entertainment
云计算行业报告：市场规模将在2026年达到100亿,technology
法国航母辽宁舰开始海试,military
欧元汇率创近一周新低，报6.95,finance
中国研发鱼雷投入2000亿,military
京东发行500亿公司债，票面利率2%,finance
比特币价格突破1.5美元，年内涨幅达15%,finance
亚马逊智能音箱销量突破5万台,technology
伊朗与以色列就非洲问题举行军事会谈,military
切尔西以5:3击败多特蒙德，拿下英超冠军,sports
油价跌：国内汽油价格每升下调0.5元,finance
杨幂深夜发文回应演技争议,entertainment
腾讯获得1000亿融资，估值达500亿美元,technology
IDC报告：小米在机器人市场份额排名第一,technology
剧版《孤注一掷》确认开拍，周迅将出演主角,entertainment
腾讯裁员10%，将资源集中到机器人业务,technology
美国海军辽宁舰正式服役，排水量达100000吨,military
英国空军彩虹无人机完成首飞,military
比亚迪拟200亿收购小米锂电业务,finance
沈腾在跨年晚会上获得最佳新人,entertainment
金鸡奖红毯造型盘点：白鹿惊艳亮相,entertainment
固态电池领域最新论文：首次在真实环境中实现全自动操作,technology
智能音箱系统更新：新增隔空投送功能,technology
利物浦青训小将恩比德一战成名,sports
巴基斯坦国防预算增至8000亿美元，同比增长12%,military
NBA决赛将于8月在巴黎举行,sports
搜索引擎被曝存在续航不足问题，三星回应将尽快修复,technology
上证指数突破15点关口，创近一月新高,finance
物联网行业报告：市场规模将在2030年达到10亿,technology
高善文：AI行业拐点已到，建议关注龙头,finance
